Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
03-05-2014,3,May,2014,34,Young Adults (25-34),M,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,19,45,120,1015,855,1870
03-05-2016,3,May,2016,34,Young Adults (25-34),M,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,16,45,120,854,720,1574
08-08-2013,8,August,2013,25,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
08-08-2015,8,August,2015,25,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
18-03-2014,18,March,2014,39,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,374,315,689
18-03-2016,18,March,2016,39,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,481,405,886
18-04-2014,18,April,2014,39,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,427,360,787
18-04-2016,18,April,2016,39,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
01-03-2014,1,March,2014,30,Young Adults (25-34),F,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,323,315,638
01-03-2016,1,March,2016,30,Young Adults (25-34),F,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,185,180,365
28-08-2013,28,August,2013,54,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
28-08-2015,28,August,2015,54,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
25-03-2014,25,March,2014,29,Young Adults (25-34),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
25-03-2016,25,March,2016,29,Young Adults (25-34),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,292,270,562
31-12-2013,31,December,2013,31,Young Adults (25-34),F,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,15,45,120,729,675,1404
31-12-2015,31,December,2015,31,Young Adults (25-34),F,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,583,540,1123
13-04-2014,13,April,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
13-04-2016,13,April,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,148,90,238
30-04-2014,30,April,2014,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
30-04-2016,30,April,2016,40,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
03-10-2013,3,October,2013,25,Young Adults (25-34),M,France,Essonne,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
03-10-2015,3,October,2015,25,Young Adults (25-34),M,France,Essonne,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
28-02-2014,28,February,2014,22,Youth (<25),F,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,160,135,295
28-02-2016,28,February,2016,22,Youth (<25),F,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,160,135,295
05-05-2014,5,May,2014,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
05-05-2016,5,May,2016,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,517,315,832
27-01-2014,27,January,2014,33,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,149,135,284
27-01-2016,27,January,2016,33,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,50,45,95
23-10-2013,23,October,2013,62,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
23-10-2015,23,October,2015,62,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,653,405,1058
05-06-2014,5,June,2014,42,Adults (35-64),M,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
05-06-2016,5,June,2016,42,Adults (35-64),M,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
21-11-2013,21,November,2013,47,Adults (35-64),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,562,360,922
21-11-2015,21,November,2015,47,Adults (35-64),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
25-08-2013,25,August,2013,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,221,135,356
25-08-2015,25,August,2015,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,148,90,238
20-01-2014,20,January,2014,45,Adults (35-64),M,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,534,450,984
20-01-2016,20,January,2016,45,Adults (35-64),M,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,374,315,689
19-09-2013,19,September,2013,22,Youth (<25),F,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,119,90,209
19-09-2015,19,September,2015,22,Youth (<25),F,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,59,45,104
13-11-2013,13,November,2013,57,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,437,405,842
13-11-2015,13,November,2015,57,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
03-05-2014,3,May,2014,49,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
03-05-2016,3,May,2016,49,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
04-07-2014,4,July,2014,61,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,97,90,187
04-07-2016,4,July,2016,61,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,97,90,187
18-09-2013,18,September,2013,40,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
18-09-2015,18,September,2015,40,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
10-04-2014,10,April,2014,40,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
10-04-2016,10,April,2016,40,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470
09-03-2014,9,March,2014,38,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
09-03-2016,9,March,2016,38,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,73,45,118
05-05-2014,5,May,2014,38,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470
05-05-2016,5,May,2016,38,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,73,45,118
16-06-2014,16,June,2014,56,Adults (35-64),M,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1624,990,2614
16-06-2016,16,June,2016,56,Adults (35-64),M,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,20,45,120,1476,900,2376
23-04-2014,23,April,2014,36,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,13,45,120,632,585,1217
23-04-2016,23,April,2016,36,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,13,45,120,632,585,1217
02-10-2013,2,October,2013,37,Adults (35-64),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
02-10-2015,2,October,2015,37,Adults (35-64),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
18-08-2013,18,August,2013,43,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
18-08-2015,18,August,2015,43,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
08-09-2013,8,September,2013,44,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,140,90,230
08-09-2015,8,September,2015,44,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
03-09-2013,3,September,2013,45,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,351,225,576
03-09-2015,3,September,2015,45,Adults (35-64),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
23-08-2013,23,August,2013,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,281,180,461
23-08-2015,23,August,2015,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
03-10-2013,3,October,2013,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,632,405,1037
03-10-2015,3,October,2015,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,632,405,1037
25-10-2013,25,October,2013,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
25-10-2015,25,October,2015,18,Youth (<25),F,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
14-09-2013,14,September,2013,45,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,416,315,731
14-09-2015,14,September,2015,45,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,416,315,731
14-06-2014,14,June,2014,59,Adults (35-64),M,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,107,90,197
14-06-2016,14,June,2016,59,Adults (35-64),M,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,53,45,98
28-08-2013,28,August,2013,27,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
28-08-2015,28,August,2015,27,Young Adults (25-34),M,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,632,405,1037
04-03-2014,4,March,2014,39,Adults (35-64),F,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,398,360,758
04-03-2016,4,March,2016,39,Adults (35-64),F,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,349,315,664
05-01-2014,5,January,2014,32,Young Adults (25-34),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,58,45,103
05-01-2016,5,January,2016,32,Young Adults (25-34),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,116,90,206
24-06-2014,24,June,2014,35,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
24-06-2016,24,June,2016,35,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
21-02-2014,21,February,2014,17,Youth (<25),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
21-02-2016,21,February,2016,17,Youth (<25),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,292,270,562
18-03-2014,18,March,2014,40,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,508,315,823
18-03-2016,18,March,2016,40,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
05-06-2014,5,June,2014,40,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
05-06-2016,5,June,2016,40,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
28-11-2013,28,November,2013,40,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,486,450,936
28-11-2015,28,November,2015,40,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
19-06-2014,19,June,2014,40,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,27,45,120,1312,1215,2527
19-06-2016,19,June,2016,40,Adults (35-64),M,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,26,45,120,1264,1170,2434
27-12-2013,27,December,2013,43,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470
27-12-2015,27,December,2015,43,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
04-02-2014,4,February,2014,48,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
04-02-2016,4,February,2016,48,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,466,360,826
22-05-2014,22,May,2014,48,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,19,45,120,1106,855,1961
22-05-2016,22,May,2016,48,Adults (35-64),M,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,18,45,120,1048,810,1858
20-10-2013,20,October,2013,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
20-10-2015,20,October,2015,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
24-11-2013,24,November,2013,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
24-11-2015,24,November,2015,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,73,45,118
01-02-2014,1,February,2014,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
01-02-2016,1,February,2016,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470
03-06-2014,3,June,2014,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
03-06-2016,3,June,2016,41,Adults (35-64),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
03-10-2013,3,October,2013,34,Young Adults (25-34),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,524,405,929
03-10-2015,3,October,2015,34,Young Adults (25-34),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,407,315,722
16-05-2014,16,May,2014,34,Young Adults (25-34),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,233,180,413
16-05-2016,16,May,2016,34,Young Adults (25-34),F,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,116,90,206
27-10-2013,27,October,2013,32,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,238,180,418
27-10-2015,27,October,2015,32,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,238,180,418
22-07-2013,22,July,2013,18,Youth (<25),F,United States,California,Accessories,Bike Stands,Hitch Rack - 4-Bike,4,45,120,290,180,470
22-07-2015,22,July,2015,18,Youth (<25),F,United States,California,Accessories,Bike Stands,Hitch Rack - 4-Bike,3,45,120,218,135,353
10-10-2013,10,October,2013,18,Youth (<25),F,United States,California,Accessories,Bike Stands,Hitch Rack - 4-Bike,3,45,120,218,135,353
10-10-2015,10,October,2015,18,Youth (<25),F,United States,California,Accessories,Bike Stands,Hitch Rack - 4-Bike,2,45,120,145,90,235
14-08-2013,14,August,2013,24,Youth (<25),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
14-08-2015,14,August,2015,24,Youth (<25),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
28-12-2013,28,December,2013,24,Youth (<25),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
28-12-2015,28,December,2015,24,Youth (<25),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
29-08-2013,29,August,2013,40,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
29-08-2015,29,August,2015,40,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,678,413,1091
09-10-2013,9,October,2013,35,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,298,236,534
09-10-2015,9,October,2015,35,Adults (35-64),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,149,118,267
12-03-2014,12,March,2014,53,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
12-03-2016,12,March,2016,53,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
21-01-2014,21,January,2014,51,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,390,354,744
21-01-2016,21,January,2016,51,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,195,177,372
11-08-2013,11,August,2013,50,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
11-08-2015,11,August,2015,50,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,689,413,1102
12-07-2014,12,July,2014,50,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,886,531,1417
12-07-2016,12,July,2016,50,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,886,531,1417
05-09-2013,5,September,2013,47,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
05-09-2015,5,September,2015,47,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,197,118,315
25-11-2013,25,November,2013,47,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
25-11-2015,25,November,2015,47,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
20-02-2014,20,February,2014,40,Adults (35-64),F,France,Essonne,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
20-02-2016,20,February,2016,40,Adults (35-64),F,France,Essonne,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
24-11-2013,24,November,2013,41,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
24-11-2015,24,November,2015,41,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,1065,649,1714
28-04-2014,28,April,2014,37,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,787,472,1259
28-04-2016,28,April,2016,37,Adults (35-64),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,492,295,787
03-08-2013,3,August,2013,59,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
03-08-2015,3,August,2015,59,Adults (35-64),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
13-09-2013,13,September,2013,52,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,468,295,763
13-09-2015,13,September,2015,52,Adults (35-64),M,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
30-01-2014,30,January,2014,44,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,968,590,1558
30-01-2016,30,January,2016,44,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,871,531,1402
09-08-2013,9,August,2013,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,333,295,628
09-08-2015,9,August,2015,30,Young Adults (25-34),F,France,Val d'Oise,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,133,118,251
11-10-2013,11,October,2013,33,Young Adults (25-34),M,France,Moselle,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,324,236,560
11-10-2015,11,October,2015,33,Young Adults (25-34),M,France,Moselle,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,324,236,560
08-09-2013,8,September,2013,38,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,590,354,944
08-09-2015,8,September,2015,38,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,787,472,1259
19-12-2013,19,December,2013,38,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,984,590,1574
19-12-2015,19,December,2015,38,Adults (35-64),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,11,59,159,1083,649,1732
24-08-2013,24,August,2013,38,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,194,118,312
24-08-2015,24,August,2015,38,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,97,59,156
06-04-2014,6,April,2014,38,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,581,354,935
06-04-2016,6,April,2016,38,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
12-09-2013,12,September,2013,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,671,531,1202
12-09-2015,12,September,2015,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,746,590,1336
13-05-2014,13,May,2014,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,522,413,935
13-05-2016,13,May,2016,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,447,354,801
26-07-2014,26,July,2014,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
26-07-2016,26,July,2016,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
05-12-2013,5,December,2013,24,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,775,472,1247
05-12-2015,5,December,2015,24,Youth (<25),M,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,5,59,159,484,295,779
10-11-2013,10,November,2013,25,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
10-11-2015,10,November,2015,25,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
27-09-2013,27,September,2013,28,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
27-09-2015,27,September,2015,28,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
25-03-2014,25,March,2014,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
25-03-2016,25,March,2016,28,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,98,59,157
14-07-2014,14,July,2014,33,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
14-07-2016,14,July,2016,33,Young Adults (25-34),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,387,236,623
17-11-2013,17,November,2013,36,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,130,118,248
17-11-2015,17,November,2015,36,Adults (35-64),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,260,236,496
19-12-2013,19,December,2013,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,2,59,159,133,118,251
19-12-2015,19,December,2015,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,67,59,126
10-09-2013,10,September,2013,34,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,650,590,1240
10-09-2015,10,September,2015,34,Young Adults (25-34),F,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159,585,531,1116
17-08-2013,17,August,2013,36,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,8,59,159,749,472,1221
17-08-2015,17,August,2015,36,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,562,354,916
04-05-2014,4,May,2014,24,Youth (<25),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,317,236,553
04-05-2016,4,May,2016,24,Youth (<25),M,Australia,New South Wales,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,79,59,138
21-03-2014,21,March,2014,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
21-03-2016,21,March,2016,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,75,59,134
21-02-2014,21,February,2014,33,Young Adults (25-34),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,4,59,159,375,236,611
